Country,Age,Sex,Year,Life Expectancy
Chile,0 years,Total,2012,-5.4
Chile,0 years,Total,2012,5.4
Chile,0 years,Total,2013,79.5
Chile,0 years,Total,2013,-5.6
Chile,0 years,Total,2013,5.6
Chile,0 years,Total,2014,79.7
Chile,0 years,Total,2014,-5.5
Chile,0 years,Total,2014,5.5
Chile,0 years,Total,2015,79.9
Chile,0 years,Total,2015,-5.5
Chile,0 years,Total,2015,5.5
Chile,0 years,Total,2016,80.3
Chile,0 years,Total,2016,-5.3
Chile,0 years,Total,2016,5.3
Chile,0 years,Total,2017,80.5
Chile,0 years,Total,2017,-5.2
Chile,0 years,Total,2017,5.2
Chile,0 years,Total,2018,80.8
Chile,0 years,Total,2018,-5.2
Chile,0 years,Total,2018,5.2
Chile,0 years,Total,2019,80.9
Chile,0 years,Total,2019,-5.2
Chile,0 years,Total,2019,5.2
Chile,0 years,Total,2020,79.9
Chile,0 years,Total,2020,-5.7
Chile,0 years,Total,2020,5.7
Chile,0 years,Total,2021,79.2
Chile,0 years,Total,2021,-5.7
Chile,0 years,Total,2021,5.7
Chile,0 years,Total,2022,79.8
Chile,0 years,Total,2022,-5.4
Chile,0 years,Total,2022,5.4
Chile,0 years,Total,2023,81.2
Chile,0 years,Total,2023,-5
Chile,0 years,Total,2023,5
Chile,0 years,Total,2024,81.3
Chile,0 years,Total,2024,-4.8
Chile,0 years,Total,2024,4.8
Chile,0 years,Total,2025,81.5
Chile,0 years,Total,2025,-4.8
Chile,0 years,Total,2025,4.8
China (People’s Republic of),0 years,Total,2000,72.3
China (People’s Republic of),0 years,Total,2000,-5
China (People’s Republic of),0 years,Total,2000,5
China (People’s Republic of),0 years,Total,2001,72.7
China (People’s Republic of),0 years,Total,2001,-5.1
China (People’s Republic of),0 years,Total,2001,5.1
China (People’s Republic of),0 years,Total,2002,73
China (People’s Republic of),0 years,Total,2002,-5.1
China (People’s Republic of),0 years,Total,2002,5.1
China (People’s Republic of),0 years,Total,2003,73.4
China (People’s Republic of),0 years,Total,2003,-5.1
China (People’s Republic of),0 years,Total,2003,5.1
China (People’s Republic of),0 years,Total,2004,73.7
China (People’s Republic of),0 years,Total,2004,-5.1
China (People’s Republic of),0 years,Total,2004,5.1
China (People’s Republic of),0 years,Total,2005,74.1
China (People’s Republic of),0 years,Total,2005,-5.2
China (People’s Republic of),0 years,Total,2005,5.2
China (People’s Republic of),0 years,Total,2006,74.4
China (People’s Republic of),0 years,Total,2006,-5.2
China (People’s Republic of),0 years,Total,2006,5.2
China (People’s Republic of),0 years,Total,2007,74.8
China (People’s Republic of),0 years,Total,2007,-5.1
China (People’s Republic of),0 years,Total,2007,5.1
China (People’s Republic of),0 years,Total,2008,74.8
